Entry,Entry name,Status,Protein names,Gene names,Organism,Length
H0YBM6,H0YBM6_HUMAN,unreviewed,Ran-binding protein 17 (Fragment),RANBP17,Homo sapiens (Human),554
H0YBY7,H0YBY7_HUMAN,unreviewed,Ran-binding protein 17 (Fragment),RANBP17,Homo sapiens (Human),175
Q8IVM9,Q8IVM9_HUMAN,unreviewed,"RAN binding protein 17, isoform CRA_f (Ran-binding protein 17)",RANBP17 hCG_1979306,Homo sapiens (Human),580
Q9H2T7,RBP17_HUMAN,reviewed,Ran-binding protein 17,RANBP17,Homo sapiens (Human),1088
P82664,RT10_HUMAN,reviewed,"28S ribosomal protein S10, mitochondrial (MRP-S10) (S10mt) (Mitochondrial small ribosomal subunit protein uS10m)",MRPS10 MSTP040,Homo sapiens (Human),201
A0A087X1I2,A0A087X1I2_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,Homo sapiens (Human),122
A0A0A0MRA5,A0A0A0MRA5_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,Homo sapiens (Human),766
B7Z4B8,B7Z4B8_HUMAN,unreviewed,"Heterogeneous nuclear ribonucleoprotein U-like protein 1 (cDNA FLJ56481, highly similar to Heterogeneous nuclear ribonucleoprotein U-like protein 1)",HNRNPUL1,Homo sapiens (Human),767
M0QYG9,M0QYG9_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),26
M0QYI8,M0QYI8_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),172
M0QYM5,M0QYM5_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),90
M0QYZ0,M0QYZ0_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),371
M0QZV6,M0QZV6_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),118
M0R0K8,M0R0K8_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),158
M0R203,M0R203_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),81
M0R247,M0R247_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,Homo sapiens (Human),105
M0R3F1,M0R3F1_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment),HNRNPUL1,Homo sapiens (Human),641
Q9BUJ2,HNRL1_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5),HNRNPUL1 E1BAP5 HNRPUL1,Homo sapiens (Human),856
K7EJE8,K7EJE8_HUMAN,unreviewed,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",LONP1,Homo sapiens (Human),829
K7EKE6,K7EKE6_HUMAN,unreviewed,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",LONP1,Homo sapiens (Human),845
K7EQF8,K7EQF8_HUMAN,unreviewed,"Lon protease homolog, mitochondrial (Fragment)",LONP1,Homo sapiens (Human),185
K7ER27,K7ER27_HUMAN,unreviewed,"Lon protease homolog, mitochondrial (Fragment)",LONP1,Homo sapiens (Human),242
K7ER56,K7ER56_HUMAN,unreviewed,"Lon protease homolog, mitochondrial (Fragment)",LONP1,Homo sapiens (Human),210
K7ERR6,K7ERR6_HUMAN,unreviewed,"Lon protease homolog, mitochondrial (Fragment)",LONP1,Homo sapiens (Human),264
K7ERS1,K7ERS1_HUMAN,unreviewed,"Lon protease homolog, mitochondrial",LONP1,Homo sapiens (Human),86
P36776,LONM_HUMAN,reviewed,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",LONP1 PRSS15,Homo sapiens (Human),959
O75940,SPF30_HUMAN,reviewed,Survival of motor neuron-related-splicing factor 30 (30 kDa splicing factor SMNrp) (SMN-related protein) (Survival motor neuron domain-containing protein 1),SMNDC1 SMNR SPF30,Homo sapiens (Human),238
Q96L21,RL10L_HUMAN,reviewed,60S ribosomal protein L10-like (Large ribosomal subunit protein uL16-like),RPL10L,Homo sapiens (Human),214
E9PM49,E9PM49_HUMAN,unreviewed,40S ribosomal protein S30 (Fragment),FAU,Homo sapiens (Human),108
E9PMS9,E9PMS9_HUMAN,unreviewed,40S ribosomal protein S30,FAU,Homo sapiens (Human),75
E9PR30,E9PR30_HUMAN,unreviewed,40S ribosomal protein S30,FAU,Homo sapiens (Human),98
J3KN89,J3KN89_HUMAN,unreviewed,40S ribosomal protein S30,FAU,Homo sapiens (Human),87
P35544,UBIM_HUMAN,reviewed,Ubiquitin-like protein FUBI,FAU,Homo sapiens (Human),74
P62861,RS30_HUMAN,reviewed,40S ribosomal protein S30 (Small ribosomal subunit protein eS30),FAU,Homo sapiens (Human),59
B3KQX1,B3KQX1_HUMAN,unreviewed,"39S ribosomal protein L32, mitochondrial (Mitochondrial ribosomal protein L32, isoform CRA_a) (cDNA FLJ33232 fis, clone ASTRO2002024, highly similar to 39S ribosomal protein L32, mitochondrial)",MRPL32 hCG_19886,Homo sapiens (Human),107
H7BZU9,H7BZU9_HUMAN,unreviewed,"39S ribosomal protein L32, mitochondrial (Fragment)",MRPL32,Homo sapiens (Human),42
Q9BYC8,RM32_HUMAN,reviewed,"39S ribosomal protein L32, mitochondrial (L32mt) (MRP-L32) (Mitochondrial large ribosomal subunit protein bL32m)",MRPL32 HSPC283,Homo sapiens (Human),188
A0A087WUL4,A0A087WUL4_HUMAN,unreviewed,Retrotransposon-derived protein PEG10,PEG10,Homo sapiens (Human),741
A0A087WX23,A0A087WX23_HUMAN,unreviewed,Retrotransposon-derived protein PEG10,PEG10,Homo sapiens (Human),783
A0A087WXK2,A0A087WXK2_HUMAN,unreviewed,Retrotransposon-derived protein PEG10,PEG10,Homo sapiens (Human),707
A0A087WYS2,A0A087WYS2_HUMAN,unreviewed,Retrotransposon-derived protein PEG10 (Fragment),PEG10,Homo sapiens (Human),31
A0A087WZG9,A0A087WZG9_HUMAN,unreviewed,Retrotransposon-derived protein PEG10,PEG10,Homo sapiens (Human),359
B4DSP0,B4DSP0_HUMAN,unreviewed,"HCG1642748, isoform CRA_b (Retrotransposon-derived protein PEG10) (cDNA FLJ56638, highly similar to Homo sapiens paternally expressed 10 (PEG10), transcript variant 1, mRNA)",PEG10 hCG_1642748,Homo sapiens (Human),401
Q86TG7,PEG10_HUMAN,reviewed,Retrotransposon-derived protein PEG10 (Embryonal carcinoma differentiation-regulated protein) (Mammalian retrotransposon-derived protein 2) (Myelin expression factor 3-like protein 1) (MEF3-like protein 1) (Paternally expressed gene 10 protein) (Retrotransposon gag domain-containing protein 3) (Retrotransposon-derived gag-like polyprotein) (Ty3/Gypsy-like protein),PEG10 EDR KIAA1051 MAR2 MART2 MEF3L1 RGAG3,Homo sapiens (Human),708
B4DGZ4,B4DGZ4_HUMAN,unreviewed,"Splicing factor 3B subunit 1 (cDNA FLJ57368, highly similar to Splicing factor 3B subunit 1)",SF3B1,Homo sapiens (Human),154
F8WC19,F8WC19_HUMAN,unreviewed,Splicing factor 3B subunit 1,SF3B1,Homo sapiens (Human),37
H7C341,H7C341_HUMAN,unreviewed,Splicing factor 3B subunit 1 (Fragment),SF3B1,Homo sapiens (Human),241
O75533,SF3B1_HUMAN,reviewed,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),SF3B1 SAP155,Homo sapiens (Human),1304
M0R232,M0R232_HUMAN,unreviewed,"Splicing factor, arginine/serine-rich 19 (Fragment)",SCAF1,Homo sapiens (Human),119
M0R2L3,M0R2L3_HUMAN,unreviewed,"Splicing factor, arginine/serine-rich 19 (Fragment)",SCAF1,Homo sapiens (Human),98
M0R3G4,M0R3G4_HUMAN,unreviewed,"Splicing factor, arginine/serine-rich 19 (Fragment)",SCAF1,Homo sapiens (Human),203
Q9H7N4,SFR19_HUMAN,reviewed,"Splicing factor, arginine/serine-rich 19 (SR-related C-terminal domain-associated factor 1) (SR-related and CTD-associated factor 1) (SR-related-CTD-associated factor) (SCAF) (Serine arginine-rich pre-mRNA splicing factor SR-A1) (SR-A1)",SCAF1 SFRS19 SRA1,Homo sapiens (Human),1312
F2Z2X4,F2Z2X4_HUMAN,unreviewed,Exportin-4,XPO4,Homo sapiens (Human),1151
Q9C0E2,XPO4_HUMAN,reviewed,Exportin-4 (Exp4),XPO4 KIAA1721,Homo sapiens (Human),1151
F8VVR0,F8VVR0_HUMAN,unreviewed,"39S ribosomal protein L42, mitochondrial",MRPL42,Homo sapiens (Human),53
J3KP21,J3KP21_HUMAN,unreviewed,"39S ribosomal protein L42, mitochondrial",MRPL42,Homo sapiens (Human),51
J3KPP0,J3KPP0_HUMAN,unreviewed,"39S ribosomal protein L42, mitochondrial",MRPL42,Homo sapiens (Human),139
Q9Y6G3,RM42_HUMAN,reviewed,"39S ribosomal protein L42, mitochondrial (L42mt) (MRP-L42) (39S ribosomal protein L31, mitochondrial) (L31mt) (MRP-L31) (Mitochondrial large ribosomal subunit protein mL42)",MRPL42 MRPL31 MRPS32 RPML31 HSPC204 PTD007,Homo sapiens (Human),142
S4R2Z7,S4R2Z7_HUMAN,unreviewed,"39S ribosomal protein L42, mitochondrial",MRPL42,Homo sapiens (Human),155
S4R360,S4R360_HUMAN,unreviewed,"39S ribosomal protein L42, mitochondrial",MRPL42,Homo sapiens (Human),128
A2IDC5,A2IDC5_HUMAN,unreviewed,"39S ribosomal protein L28, mitochondrial",MRPL28,Homo sapiens (Human),48
A2IDC6,A2IDC6_HUMAN,unreviewed,"39S ribosomal protein L28, mitochondrial (Fragment)",MRPL28,Homo sapiens (Human),240
A2IDC7,A2IDC7_HUMAN,unreviewed,"39S ribosomal protein L28, mitochondrial (Fragment)",MRPL28,Homo sapiens (Human),194
Q13084,RM28_HUMAN,reviewed,"39S ribosomal protein L28, mitochondrial (L28mt) (MRP-L28) (Melanoma antigen p15) (Melanoma-associated antigen recognized by T-lymphocytes) (Mitochondrial large ribosomal subunit protein bL28m)",MRPL28 MAAT1,Homo sapiens (Human),256
Q4TT37,Q4TT37_HUMAN,unreviewed,"39S ribosomal protein L28, mitochondrial (Fragment)",MRPL28,Homo sapiens (Human),218
A0A0A0MRZ1,A0A0A0MRZ1_HUMAN,unreviewed,Putative E3 ubiquitin-protein ligase UNKL,UNKL,Homo sapiens (Human),683
A0A0A0MSC7,A0A0A0MSC7_HUMAN,unreviewed,Putative E3 ubiquitin-protein ligase UNKL (Fragment),UNKL,Homo sapiens (Human),114
A0A0A0MSF0,A0A0A0MSF0_HUMAN,unreviewed,Putative E3 ubiquitin-protein ligase UNKL,UNKL,Homo sapiens (Human),52
D6RA68,D6RA68_HUMAN,unreviewed,Putative E3 ubiquitin-protein ligase UNKL (Fragment),UNKL,Homo sapiens (Human),76
E2QRG9,E2QRG9_HUMAN,unreviewed,Putative E3 ubiquitin-protein ligase UNKL,UNKL,Homo sapiens (Human),116
E9PDK2,E9PDK2_HUMAN,unreviewed,Putative E3 ubiquitin-protein ligase UNKL,UNKL,Homo sapiens (Human),733
Q9H9P5,UNKL_HUMAN,reviewed,Putative E3 ubiquitin-protein ligase UNKL (EC 2.3.2.-) (RING finger protein unkempt-like) (Zinc finger CCCH domain-containing protein 5-like),UNKL C16orf28 ZC3H5L ZC3HDC5L,Homo sapiens (Human),680
K7EJT5,K7EJT5_HUMAN,unreviewed,60S ribosomal protein L22 (Fragment),RPL22,Homo sapiens (Human),47
K7EKS7,K7EKS7_HUMAN,unreviewed,60S ribosomal protein L22,RPL22,Homo sapiens (Human),53
K7ELC4,K7ELC4_HUMAN,unreviewed,60S ribosomal protein L22 (Fragment),RPL22,Homo sapiens (Human),79
K7EMH1,K7EMH1_HUMAN,unreviewed,60S ribosomal protein L22 (Fragment),RPL22,Homo sapiens (Human),89
K7EP65,K7EP65_HUMAN,unreviewed,60S ribosomal protein L22 (Fragment),RPL22,Homo sapiens (Human),48
K7ERI7,K7ERI7_HUMAN,unreviewed,"60S ribosomal protein L22 (Ribosomal protein L22, isoform CRA_b)",RPL22 hCG_2009685,Homo sapiens (Human),95
P35268,RL22_HUMAN,reviewed,60S ribosomal protein L22 (EBER-associated protein) (EAP) (Epstein-Barr virus small RNA-associated protein) (Heparin-binding protein HBp15) (Large ribosomal subunit protein eL22),RPL22,Homo sapiens (Human),128
H0YDS2,H0YDS2_HUMAN,unreviewed,Probable tRNA (uracil-O(2)-)-methyltransferase (Fragment),TRMT44,Homo sapiens (Human),220
Q8IYL2,TRM44_HUMAN,reviewed,Probable tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211) (Methyltransferase-like protein 19),TRMT44 C4orf23 METTL19,Homo sapiens (Human),757
Q9H668,STN1_HUMAN,reviewed,CST complex subunit STN1 (Oligonucleotide/oligosaccharide-binding fold-containing protein 1) (Suppressor of cdc thirteen homolog),STN1 OBFC1,Homo sapiens (Human),368
H0YE03,H0YE03_HUMAN,unreviewed,CWF19-like protein 2 (Fragment),CWF19L2,Homo sapiens (Human),553
H7C3G7,H7C3G7_HUMAN,unreviewed,CWF19-like protein 2 (Fragment),CWF19L2,Homo sapiens (Human),623
Q2TBE0,C19L2_HUMAN,reviewed,CWF19-like protein 2,CWF19L2,Homo sapiens (Human),894
Q8N5C6,SRBD1_HUMAN,reviewed,S1 RNA-binding domain-containing protein 1,SRBD1,Homo sapiens (Human),995
F2Z2C0,F2Z2C0_HUMAN,unreviewed,Exosome complex exonuclease RRP44,DIS3,Homo sapiens (Human),559
G3V1J5,G3V1J5_HUMAN,unreviewed,"Exosome complex exonuclease RRP44 (KIAA1008, isoform CRA_c)",DIS3 KIAA1008 hCG_32200,Homo sapiens (Human),796
Q9Y2L1,RRP44_HUMAN,reviewed,Exosome complex exonuclease RRP44 (EC 3.1.13.-) (EC 3.1.26.-) (Protein DIS3 homolog) (Ribosomal RNA-processing protein 44),DIS3 KIAA1008 RRP44,Homo sapiens (Human),958
A4D1E9,GTPBA_HUMAN,reviewed,GTP-binding protein 10 (Protein obg homolog 2) (ObgH2),GTPBP10 OBGH2 UG0751c10,Homo sapiens (Human),387
C9J8R7,C9J8R7_HUMAN,unreviewed,GTP-binding protein 10 (Fragment),GTPBP10,Homo sapiens (Human),210
C9JEQ8,C9JEQ8_HUMAN,unreviewed,GTP-binding protein 10 (Fragment),GTPBP10,Homo sapiens (Human),242
C9JNI1,C9JNI1_HUMAN,unreviewed,GTP-binding protein 10 (Fragment),GTPBP10,Homo sapiens (Human),236
F8WBB5,F8WBB5_HUMAN,unreviewed,GTP-binding protein 10,GTPBP10,Homo sapiens (Human),107
F8WBY0,F8WBY0_HUMAN,unreviewed,GTP-binding protein 10,GTPBP10,Homo sapiens (Human),70
F8WCN4,F8WCN4_HUMAN,unreviewed,GTP-binding protein 10,GTPBP10,Homo sapiens (Human),79
A6NFM0,A6NFM0_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB11-b1,POLR2J2,Homo sapiens (Human),158
Q9GZM3,RPB1B_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB11-b1 (RNA polymerase II subunit B11-b1) (RPB11b1) (DNA-directed RNA polymerase II subunit J2),POLR2J2,Homo sapiens (Human),115
H0YK80,H0YK80_HUMAN,unreviewed,Mothers against decapentaplegic homolog 6 (Fragment),SMAD6,Homo sapiens (Human),55
H0YM33,H0YM33_HUMAN,unreviewed,Mothers against decapentaplegic homolog 6 (Fragment),SMAD6,Homo sapiens (Human),62
O43541,SMAD6_HUMAN,reviewed,Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (SMAD family member 6) (SMAD 6) (Smad6) (hSMAD6),SMAD6 MADH6,Homo sapiens (Human),496
A0A0B4J1Z1,A0A0B4J1Z1_HUMAN,unreviewed,"Serine/arginine-rich-splicing factor 7 (Splicing factor, arginine/serine-rich 7, 35kDa, isoform CRA_a)",SRSF7 SFRS7 hCG_15878,Homo sapiens (Human),137
C9JAB2,C9JAB2_HUMAN,unreviewed,Serine/arginine-rich-splicing factor 7,SRSF7,Homo sapiens (Human),235
F8WEA1,F8WEA1_HUMAN,unreviewed,Serine/arginine-rich-splicing factor 7,SRSF7,Homo sapiens (Human),51
H7BZZ6,H7BZZ6_HUMAN,unreviewed,Serine/arginine-rich-splicing factor 7 (Fragment),SRSF7,Homo sapiens (Human),110
H7C1N1,H7C1N1_HUMAN,unreviewed,Serine/arginine-rich-splicing factor 7 (Fragment),SRSF7,Homo sapiens (Human),70
Q16629,SRSF7_HUMAN,reviewed,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)",SRSF7 SFRS7,Homo sapiens (Human),238
E9PMG4,E9PMG4_HUMAN,unreviewed,Telomerase Cajal body protein 1,WRAP53,Homo sapiens (Human),515
E9PMR3,E9PMR3_HUMAN,unreviewed,Telomerase Cajal body protein 1,WRAP53,Homo sapiens (Human),287
K7EJ50,K7EJ50_HUMAN,unreviewed,Telomerase Cajal body protein 1 (Fragment),WRAP53,Homo sapiens (Human),46
Q9BUR4,WAP53_HUMAN,reviewed,Telomerase Cajal body protein 1 (WD repeat-containing protein 79) (WD repeat-containing protein WRAP53) (WD40 repeat-containing protein antisense to TP53 gene),WRAP53 TCAB1 WDR79,Homo sapiens (Human),548
Q8NA58,PNDC1_HUMAN,reviewed,Poly(A)-specific ribonuclease PNLDC1 (EC 3.1.13.4) (PARN-like domain-containing protein 1) (Poly(A)-specific ribonuclease domain-containing protein 1) (HsPNLDC1),PNLDC1,Homo sapiens (Human),520
V9GYA0,V9GYA0_HUMAN,unreviewed,Poly(A)-specific ribonuclease PNLDC1,PNLDC1,Homo sapiens (Human),39
F8WEC7,F8WEC7_HUMAN,unreviewed,Zinc finger protein 473,ZNF473,Homo sapiens (Human),859
M0QZY7,M0QZY7_HUMAN,unreviewed,Zinc finger protein 473 (Fragment),ZNF473,Homo sapiens (Human),102
M0R032,M0R032_HUMAN,unreviewed,Zinc finger protein 473 (Fragment),ZNF473,Homo sapiens (Human),74
M0R123,M0R123_HUMAN,unreviewed,Zinc finger protein 473,ZNF473,Homo sapiens (Human),77
M0R2N2,M0R2N2_HUMAN,unreviewed,Zinc finger protein 473,ZNF473,Homo sapiens (Human),64
Q8WTR7,ZN473_HUMAN,reviewed,Zinc finger protein 473 (Zinc finger protein 100 homolog) (Zfp-100),ZNF473 KIAA1141 ZFP100,Homo sapiens (Human),871
A0A087WZ13,A0A087WZ13_HUMAN,unreviewed,Ribonucleoprotein PTB-binding 1,RAVER1,Homo sapiens (Human),739
E9PAU2,E9PAU2_HUMAN,unreviewed,Ribonucleoprotein PTB-binding 1,RAVER1,Homo sapiens (Human),756
K7EKR9,K7EKR9_HUMAN,unreviewed,Ribonucleoprotein PTB-binding 1 (Fragment),RAVER1,Homo sapiens (Human),96
K7ERR4,K7ERR4_HUMAN,unreviewed,Ribonucleoprotein PTB-binding 1 (Fragment),RAVER1,Homo sapiens (Human),130
Q8IY67,RAVR1_HUMAN,reviewed,Ribonucleoprotein PTB-binding 1 (Protein raver-1),RAVER1 KIAA1978,Homo sapiens (Human),606
A0A1B0GW42,A0A1B0GW42_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein F (Fragment),HNRNPF,Homo sapiens (Human),98
P52597,HNRPF_HUMAN,reviewed,"Heterogeneous nuclear ribonucleoprotein F (hnRNP F) (Nucleolin-like protein mcs94-1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]",HNRNPF HNRPF,Homo sapiens (Human),415
A0A0S2Z5Q6,A0A0S2Z5Q6_HUMAN,unreviewed,CWF19-like 1 cell cycle control isoform 3 (CWF19-like protein 1),CWF19L1,Homo sapiens (Human),72
A0A286YEP9,A0A286YEP9_HUMAN,unreviewed,CWF19-like protein 1,CWF19L1,Homo sapiens (Human),96
A0A286YF56,A0A286YF56_HUMAN,unreviewed,CWF19-like protein 1 (Fragment),CWF19L1,Homo sapiens (Human),193
Q69YN2,C19L1_HUMAN,reviewed,CWF19-like protein 1 (C19L1),CWF19L1,Homo sapiens (Human),538
G3V1S4,G3V1S4_HUMAN,unreviewed,"Chromosome 14 open reading frame 111, isoform CRA_a (rRNA-processing protein FCF1 homolog)",FCF1 C14orf111 hCG_22352,Homo sapiens (Human),186
G3V2M5,G3V2M5_HUMAN,unreviewed,rRNA-processing protein FCF1 homolog (Fragment),FCF1,Homo sapiens (Human),61
G3V3N8,G3V3N8_HUMAN,unreviewed,rRNA-processing protein FCF1 homolog,FCF1,Homo sapiens (Human),65
G3V5D2,G3V5D2_HUMAN,unreviewed,rRNA-processing protein FCF1 homolog,FCF1,Homo sapiens (Human),40
G3V5L8,G3V5L8_HUMAN,unreviewed,rRNA-processing protein FCF1 homolog,FCF1,Homo sapiens (Human),52
G3V5S9,G3V5S9_HUMAN,unreviewed,rRNA-processing protein FCF1 homolog,FCF1,Homo sapiens (Human),183
Q9Y324,FCF1_HUMAN,reviewed,rRNA-processing protein FCF1 homolog,FCF1 C14orf111 CGI-35,Homo sapiens (Human),198
C9J494,C9J494_HUMAN,unreviewed,Probable E3 ubiquitin-protein ligase makorin-2,MKRN2,Homo sapiens (Human),414
Q9H000,MKRN2_HUMAN,reviewed,Probable E3 ubiquitin-protein ligase makorin-2 (EC 2.3.2.27) (RING finger protein 62) (RING-type E3 ubiquitin transferase makorin-2),MKRN2 RNF62 HSPC070,Homo sapiens (Human),416
G5EA29,G5EA29_HUMAN,unreviewed,"Gem-associated protein 2 (Survival of motor neuron protein interacting protein 1, isoform CRA_c)",GEMIN2 SIP1 hCG_21235,Homo sapiens (Human),149
H0YCF4,H0YCF4_HUMAN,unreviewed,Gem-associated protein 2 (Fragment),GEMIN2,Homo sapiens (Human),45
H0YDP6,H0YDP6_HUMAN,unreviewed,Gem-associated protein 2 (Fragment),GEMIN2,Homo sapiens (Human),197
H0YEL0,H0YEL0_HUMAN,unreviewed,Gem-associated protein 2 (Fragment),GEMIN2,Homo sapiens (Human),220
O14893,GEMI2_HUMAN,reviewed,Gem-associated protein 2 (Gemin-2) (Component of gems 2) (Survival of motor neuron protein-interacting protein 1) (SMN-interacting protein 1),GEMIN2 SIP1,Homo sapiens (Human),280
S4R421,S4R421_HUMAN,unreviewed,Gem-associated protein 2 (Fragment),GEMIN2,Homo sapiens (Human),22
O15198,SMAD9_HUMAN,reviewed,Mothers against decapentaplegic homolog 9 (MAD homolog 9) (Mothers against DPP homolog 9) (Madh6) (SMAD family member 9) (SMAD 9) (Smad9),SMAD9 MADH6 MADH9 SMAD8,Homo sapiens (Human),467
E5RGE9,E5RGE9_HUMAN,unreviewed,Epithelial-splicing regulatory protein 1 (Fragment),ESRP1,Homo sapiens (Human),24
E5RI26,E5RI26_HUMAN,unreviewed,Epithelial-splicing regulatory protein 1 (Fragment),ESRP1,Homo sapiens (Human),94
H0YBB3,H0YBB3_HUMAN,unreviewed,Epithelial-splicing regulatory protein 1 (Fragment),ESRP1,Homo sapiens (Human),522
H0YBR2,H0YBR2_HUMAN,unreviewed,Epithelial-splicing regulatory protein 1 (Fragment),ESRP1,Homo sapiens (Human),502
Q6NXG1,ESRP1_HUMAN,reviewed,Epithelial splicing regulatory protein 1 (RNA-binding motif protein 35A) (RNA-binding protein 35A),ESRP1 RBM35A,Homo sapiens (Human),681
A6NLB9,A6NLB9_HUMAN,unreviewed,"39S ribosomal protein L52, mitochondrial",MRPL52,Homo sapiens (Human),52
G3V3U6,G3V3U6_HUMAN,unreviewed,"39S ribosomal protein L52, mitochondrial",MRPL52,Homo sapiens (Human),51
G3V4H9,G3V4H9_HUMAN,unreviewed,"39S ribosomal protein L52, mitochondrial",MRPL52,Homo sapiens (Human),52
G3V4J1,G3V4J1_HUMAN,unreviewed,"39S ribosomal protein L52, mitochondrial (Fragment)",MRPL52,Homo sapiens (Human),72
G5E9P5,G5E9P5_HUMAN,unreviewed,"39S ribosomal protein L52, mitochondrial",MRPL52,Homo sapiens (Human),110
Q86TS9,RM52_HUMAN,reviewed,"39S ribosomal protein L52, mitochondrial (L52mt) (MRP-L52) (Mitochondrial large ribosomal subunit protein mL52)",MRPL52,Homo sapiens (Human),123
F8WBL2,F8WBL2_HUMAN,unreviewed,Bystin,BYSL,Homo sapiens (Human),194
H7BY94,H7BY94_HUMAN,unreviewed,Bystin (Fragment),BYSL,Homo sapiens (Human),183
Q13895,BYST_HUMAN,reviewed,Bystin,BYSL,Homo sapiens (Human),437
A6NM32,A6NM32_HUMAN,unreviewed,Peptidyl-prolyl cis-trans isomerase H,PPIH,Homo sapiens (Human),57
C9JAN8,C9JAN8_HUMAN,unreviewed,Peptidyl-prolyl cis-trans isomerase H (Fragment),PPIH,Homo sapiens (Human),68
C9JQD4,C9JQD4_HUMAN,unreviewed,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Fragment),PPIH,Homo sapiens (Human),144
H0YEL5,H0YEL5_HUMAN,unreviewed,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Fragment),PPIH,Homo sapiens (Human),96
O43447,PPIH_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP),PPIH CYP20 CYPH,Homo sapiens (Human),177
H0YME5,H0YME5_HUMAN,unreviewed,eIF-2-alpha kinase GCN2 (Fragment),EIF2AK4,Homo sapiens (Human),1427
H0YND8,H0YND8_HUMAN,unreviewed,eIF-2-alpha kinase GCN2,EIF2AK4,Homo sapiens (Human),136
H0YNY9,H0YNY9_HUMAN,unreviewed,eIF-2-alpha kinase GCN2 (Fragment),EIF2AK4,Homo sapiens (Human),80
Q9P2K8,E2AK4_HUMAN,reviewed,eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein),EIF2AK4 GCN2 KIAA1338,Homo sapiens (Human),1649
Q9HD33,RM47_HUMAN,reviewed,"39S ribosomal protein L47, mitochondrial (L47mt) (MRP-L47) (Mitochondrial large ribosomal subunit protein uL29m) (Nasopharyngeal carcinoma metastasis-related protein 1)",MRPL47 NCM1 CGI-204,Homo sapiens (Human),250
H3BMB8,H3BMB8_HUMAN,unreviewed,Enhancer of mRNA-decapping protein 3 (Fragment),EDC3,Homo sapiens (Human),92
H3BNJ7,H3BNJ7_HUMAN,unreviewed,Enhancer of mRNA-decapping protein 3,EDC3,Homo sapiens (Human),57
